id,msa_verified,tweet,cleanedtweet2
34575,ما بها شيماء مطر؟ لماذا هي عجلة؟ اهدئي يا تؤبرين قلبي ليس هكذا,#StaracArabia  شيماء مطر وش فيها مستلجه ؟ روئي ياتؤبري ئلبي ! مش هيك !😂✋🏻,شيماء مطر وش فيها مستلجه ؟ روئي ياتؤبري ئلبي مش هيك
34605,بالامسكان هناك مقال عن سويسرا وكان مكتوب هكذا,@kayal40 @melbardisi1 @zouhourmalti1 @helallah @SoonaMaatouk @Gabriella_sabah @SallimSila7ak مبارح كان في مقال عن سويسرا وكان مكتوب هيك هههه,مبارح كان في مقال عن سويسرا وكان مكتوب هيك
34664,لماذا المصريون على رأسي في هذه الحالة وفي تلك مثل المغرب يعني,@MinaBous @perlarouhana @Starac2013 @Daliya_lebanon ليه المصريين عراسي في هيك وفي هيك، متل المغرب يعني😉😉,ليه المصريين عراسي في هيك وفي هيك متل المغرب يعني
34670,أحيانا تشعر بنفسك وأحيانا تشعر أنك لا تشعر لا أعرف هكذا يعني,"""أيام بتحس حالك بتحس وأيام بتحس حالك ما بتحس ..مابعرف هيك يعني""",أيام بتحس حالك بتحس وأيام بتحس حالك ما بتحس مابعرف هيك يعني
34670,أيام تشعر بنفسك وأيام تشعر أنك لا تشعر لا أعرف كيف يعني,"""أيام بتحس حالك بتحس وأيام بتحس حالك ما بتحس ..مابعرف هيك يعني""",أيام بتحس حالك بتحس وأيام بتحس حالك ما بتحس مابعرف هيك يعني
34676,هل هناك أجمل من ذلك؟ معك حنون حتى النهاية,@SoumiaRayhane1 في احلى من هيك معك حنون للآخر,في احلى من هيك معك حنون للآخر
34676,هل يوجد أحلى من هكذا معك حنون إلى الآخر,@SoumiaRayhane1 في احلى من هيك معك حنون للآخر,في احلى من هيك معك حنون للآخر
34697,أريد أن أستأجر شخصا ينظف أنفي لي وأنا نائم لأن هذا الوضع غير مطمئن,بدي استاجر واحد يمخطلي وانا نايم الوضع هيك مش مطمن,بدي استاجر واحد يمخطلي وانا نايم الوضع هيك مش مطمن
34697,أريد أن أستأجر أحدهم لينظف لي أنفي وأنا نائم الوضع هكذا غير مطمئن,بدي استاجر واحد يمخطلي وانا نايم الوضع هيك مش مطمن,بدي استاجر واحد يمخطلي وانا نايم الوضع هيك مش مطمن
34818,آراؤك تقول غير ذلك,@Yassir_suhimat1 مواريكك بتحكي غير هيك هههههه,مواريكك بتحكي غير هيك
34852,الله يسلمك ويحفظ لك الوالدة على هذا الشخص الذي صنع نفسه من لا شيء تحياتي لك,@aliQatawneh20 الله يسلمك الله يخليلك الوالده ع هيك شخص صنع نفسه من لا شئ تحياتي الك,الله يسلمك الله يخليلك الوالده ع هيك شخص صنع نفسه من لا شئ تحياتي الك
34861,عندما تكون هكذا وتظهر للناس هكذا,عن لما تكون هيك 😔 و تبين للناس هيك 😀,عن لما تكون هيك و تبين للناس هيك
34865,عندما أسمع قصة نجاح أحد هكذا بشكل تلقائي أتحمس وأصبح أرغب في أن أعمل على نفسي أكثر,بس اسمع قصة نجاح حدا هيك تلقائيا بتدحمس ويصير بدي اشتغل على حالي أكثر ..,بس اسمع قصة نجاح حدا هيك تلقائيا بتدحمس ويصير بدي اشتغل على حالي أكثر
34902,قدمي آخر ما عندك لكي ننام,@miisho_2ههههههههههههه هاتي اخر ما عندك مشان ننام,هاتي اخر ما عندك مشان ننام
34902,أعطيني آخر ما عندك لكي ننام,@miisho_2ههههههههههههه هاتي اخر ما عندك مشان ننام,هاتي اخر ما عندك مشان ننام
34909,تستحق أكثر من ذلك سها نموت فيها,@StaracArabia___ @RaphaelJabbour1 @souhilabintarab @Souhila__Fans  تستاهل اكتر من هيك سوها منموت فيها ❤️ #StaracArabia,تستاهل اكتر من هيك سوها منموت فيها
34916,ما أكثر لهفتي عليك كم اشتقت لك كثيرا يا رجل,@abo_esma3el شو ملهوف عليك شو مشتقلك اكتير يا زلمة,شو ملهوف عليك شو مشتقلك اكتير يا زلمة
34916,كم انا ملهوف عليك كم انا مشتقلك كتير يا رجل,@abo_esma3el شو ملهوف عليك شو مشتقلك اكتير يا زلمة,شو ملهوف عليك شو مشتقلك اكتير يا زلمة
34939,أنتم دائما تخجلوننا هكذا والله إنكم أرقى معجبين حبايبنا أنتم,@HananElKhader_ @StaracArabia___ @RaphaelJabbour1 @souhilabintarab @Souhila__Fans 😭انتم دايما تخجلونا هيك والله انكم ارقى فانز حبايبنا انتو😍,انتم دايما تخجلونا هيك والله انكم ارقى فانز حبايبنا انتو
34940,الله لا يحرمنا من هذا النوع من الناس,@looolaq2 الله لا يحرمنا من هيك نوعيات 😴,الله لا يحرمنا من هيك نوعيات
34940,الله لا يحرمنا من هكذا نوعيات,@looolaq2 الله لا يحرمنا من هيك نوعيات 😴,الله لا يحرمنا من هيك نوعيات
34979,أنت من اخترت البعد ماذا تريد مني بعد؟,انت اللي اخترت البعد ، شو بدك مني بعد 😏,انت اللي اخترت البعد شو بدك مني بعد
34979,أنت الذي اخترت البعد ماذا تريد مني أيضا,انت اللي اخترت البعد ، شو بدك مني بعد 😏,انت اللي اخترت البعد شو بدك مني بعد
35005,أيضا أنا كذلك أشعر بنفس دائما أشعر بتواجدك في كل مصيبة وكل حزن,@9alhi @EsraaZiyad حتى انا هيك حاسة ! دايما بحسك بكل مصيبة وكل زعل !  😂,حتى انا هيك حاسة دايما بحسك بكل مصيبة وكل زعل
35082,لو حياتك طلعت حلما أنام ثانية لأعرف نهاية الحلم الفيلم هذا,#لو_حياتك_طلعت_حلم  انام تاني مشان اعرف نهايه الحلم الفلم ده 😂,لو حياتك طلعت حلم انام تاني مشان اعرف نهايه الحلم الفلم ده
35085,يا إلهي لحقوني يا ويلي على هذا الكلام,@nesma_1998 يكشيلي لحقوني ههه أويلي ع هيك حكي 😂,يكشيلي لحقوني أويلي ع هيك حكي
35095,كنت أتوقع هكذا ردة فعل فلذلك لم أستغرب تستحق ذلك وأريد الذي الصحن,@yussufsy7760 😂😂😂😂 كنت متوقعة هيك رد فعشان هيك مستغربتش 😂 تستآهل 👊  بدي الي بالصحن 😢,كنت متوقعة هيك رد فعشان هيك مستغربتش تستآهل بدي الي بالصحن
35103,أجمل شيء فيك والذي جعلني أتعلق بك هو أن كذبك سهل التصديق هكذا استمر,أحلى شي فيك الي معلقني فيك إن كذبك بيتصدق هيك خليك 🎼,أحلى شي فيك الي معلقني فيك إن كذبك بيتصدق هيك خليك
35119,ظريفة هذه البنت هل أنت هكذا ترقصين؟,@Zaynabbassma87 😂😂😂 مهضومة هالبنت .. هلّف انت هيك عمترقصي ؟😋,مهضومة هالبنت هلف انت هيك عمترقصي ؟
35154,واو على هذه الحديقة الوردية يا لحظي,@zx6677cv  هههههههههههههه وااااااو على هيك حديقة ورد نيالي دينـــــــا 😂,واو على هيك حديقة ورد نيالي دينا
35163,يا عمي انتهينا ماذا تريدون منه؟ غردوا بشيء يخصنا وسنتفاعل معكم انسوا أمره,@WafaaAtallah3 @AjibAnwar @HayatGharzedine @sisoas @saidabisaab ياعمي..خلص شو بدكن فيه غردوا شي بيخصنا ومنتفاعل معكن انسوا امرو@Manalabuasi,ياعمي خلص شو بدكن فيه غردوا شي بيخصنا ومنتفاعل معكن انسوا امرو
35179,هكذا هي دولتنا تتشاطر على الفقير فقط صباح الخير تيما,@jemnina_1 هيك دولتنا الكريمه شاطرة عالفقير وبس صباحووو تيما,هيك دولتنا الكريمه شاطرة عالفقير وبس صباحو تيما
35220,لقمة العيش هكذا عندنا الله يسعدك يا رب,@saedyakhont ههههه لقمة العيش هيك عنا 😂👌🏻 الله يسعدك يا رب 🌹,لقمة العيش هيك عنا الله يسعدك يا رب
35221,لم أقصد ذلك الله يسامحك,@zoorilfatem @14VQy7rqfA6jbmh @fatm_2015 ما قصدت هيك الله يسامحك .....,ما قصدت هيك الله يسامحك
35221,لم أقصد ذلك أسأل الله أن يسامحك,@zoorilfatem @14VQy7rqfA6jbmh @fatm_2015 ما قصدت هيك الله يسامحك .....,ما قصدت هيك الله يسامحك
35250,يعينك الله يا أخي أهم شيء الصحة والضحكة معك ولا تريد غير ذلك,@endariii ربك بعين يخوي .. اهم الشي الصحه والضحكة معك وبدكاش غير هيك 👌,ربك بعين يخوي اهم الشي الصحه والضحكة معك وبدكاش غير هيك
35257,لا أعرف لماذا هكذا المهم افتح على خبرني وشاهد الإبداع,@Mohd_NazmiSaeed مابعرف ليش هيك  المهم افتح ع خبرني وشوف الابداع,مابعرف ليش هيك المهم افتح ع خبرني وشوف الابداع
35266,على فكرة هناك هدايا بدون مناسبة عادي أن تهدوا هدايا هكذا بدون مناسبة,عفكره في هدايا بدون مناسبة😒 عادي تهدوا هدايا هيك بدون مناسبة😒,عفكره في هدايا بدون مناسبة عادي تهدوا هدايا هيك بدون مناسبة
35266,على فكرة يوجد هدايا بدون مناسبة يمكنكم أن تهدوا هدايا هكذا بدون مناسبة,عفكره في هدايا بدون مناسبة😒 عادي تهدوا هدايا هيك بدون مناسبة😒,عفكره في هدايا بدون مناسبة عادي تهدوا هدايا هيك بدون مناسبة
35275,دعاني إلى بيته ولم أذهب وغضبت منه على هذا التصرف,@Malalsham3 @samerali999 عمل عزمني لعندو  ومارحت  وزعلت منو ع هيك تصرف 😉,عمل عزمني لعندو ومارحت وزعلت منو ع هيك تصرف
35342,ليست الرجولة ان تغرد هكذا الرجولة ان تعرف ماذا تريد,الرجوله منها زت تويتات الرجوله تعرف شو بدك,الرجوله منها زت تويتات الرجوله تعرف شو بدك
35359,يعني إذا كان الأمر هكذا تكون بنصف عقل,@Ghfn321Ghfn يعني اذا هيك بتكون نص عقل؟,يعني اذا هيك بتكون نص عقل؟
35359,يعني إذا كان الأمر كذلك فسيكون نصف عقل,@Ghfn321Ghfn يعني اذا هيك بتكون نص عقل؟,يعني اذا هيك بتكون نص عقل؟
35367,بداية الزهايمر الكل يصيبه نفس الشيء وأنا أولهم,@zahoura55 بداية زهايمر😦الكل يصير فيه هيك 😂☝وانا اولهم,بداية زهايمر الكل يصير فيه هيك وانا اولهم
35367,بداية مرض الزهايمر كل شخص يحدث معه هذا وانا اولهم,@zahoura55 بداية زهايمر😦الكل يصير فيه هيك 😂☝وانا اولهم,بداية زهايمر الكل يصير فيه هيك وانا اولهم
35384,يوم السبت المشؤوم مشؤوم هكذا تكتب لكنني متكاسلة عن تعديلها في الأعلى,يوم السبت المشئوم 😬 مشؤوم هيك بتنكتب بس متعاجزة ازبطها فوق 😂,يوم السبت المشئوم مشؤوم هيك بتنكتب بس متعاجزة ازبطها فوق
35398,مجموعة أنذال أحرق الله رستم غزالي الذي عرفنا على هذه الزبالة,@JeskarWeddy  شلة أنجاس يحرق باط رستم غزالي اللي عرفنا على هيك زبالة.,شلة أنجاس يحرق باط رستم غزالي اللي عرفنا على هيك زبالة
35398,مجموعة نجسة أحرق الله رستم غزالي الذي دلنا على هؤلاء الحثالة,@JeskarWeddy  شلة أنجاس يحرق باط رستم غزالي اللي عرفنا على هيك زبالة.,شلة أنجاس يحرق باط رستم غزالي اللي عرفنا على هيك زبالة
35410,يا عين لا يوجد أجمل من الورد لنمتع أعيننا به أنت لطيفة,@Monalizaals3udi ياااااااااااعين مافى احلى من الووورد مشان نمتع عنينا فى ...مزووئة انتى,ياعين مافى احلى من الورد مشان نمتع عنينا فى مزووئة انتى
35415,لا أدري كيف بنفضة تفعل ذلك,ما بعرف كيف بنفضة بتعمل هيك 🎼 🌚🌚😂😂😂😂😂😂😂😂😂😂👉👈👇👆,ما بعرف كيف بنفضة بتعمل هيك
35419,هكذا صار معي,@Specialbatta86 هههههههههههه هيك صار فيي 😭,هيك صار فيي
35419,هكذا حصل معي,@Specialbatta86 هههههههههههه هيك صار فيي 😭,هيك صار فيي
35449,عندما يريدون شىء منى وقتها يتذكرونى غير ذلك ولا كانهم يعرفونى جيد,لما بدهم مني شي وقتها بتذكروني غير هيك ولا كأنهم بعرفوني  #ميله ✋,لما بدهم مني شي وقتها بتذكروني غير هيك ولا كأنهم بعرفوني ميله
35495,تدرك عندما تكون مشتتا هكذا لا أنت تدرك ما تقول ولا أحد يسمعك,بتعرف لما تكون هيك تخابط فحالك، لا انت سامع حالك ولا حدا سامعك,بتعرف لما تكون هيك تخابط فحالك لا انت سامع حالك ولا حدا سامعك
35499,الشعب بسيط ويصدق الكلام لذلك تجد مثل هذه الأشكال داخل البرلمان,@aymanabu_gosh الشعب غلبان وبيصدق الكلام، عشان هيك اشكاله بتلقاها جوا البرلمان,الشعب غلبان وبيصدق الكلام عشان هيك اشكاله بتلقاها جوا البرلمان
35500,لا تقل غير ذلك هؤلاء عبيد آل سعود والعبد محكوم على أمره ولا يستطيع أن يفعل شيئا,@mayatwiiit ما تحكي غير هيك هودي عبيد آل سعود ولعبد محكوم ما بيطلع بإيدو شي,ما تحكي غير هيك هودي عبيد آل سعود ولعبد محكوم ما بيطلع بإيدو شي
35510,إذا أكملتم بهذا الشكل فستكونون تصنعون شيئا مميزا وجميلا وجديدا,@NajwaKVocals اذا كفيتو هيك بتكونو عم تعملو شي مميز وحلو وجديد..,اذا كفيتو هيك بتكونو عم تعملو شي مميز وحلو وجديد
35537,لا كل يوم هكذا أنا فقط أفتح لأرى أي مصيبة غطستني بها,@farah20112013 @akhbar_belkilo لا كل يوم هيك ...انا بس بفتح لشوف اي مصيبة مغطسني 😂😁,لا كل يوم هيك انا بس بفتح لشوف اي مصيبة مغطسني
35540,يخرب بيت هذه المحبة,@056_ahmed056يخرب بيت هيك محبه ههههههههههههه,يخرب بيت هيك محبه
35548,من جديد تعرفت عليك وألذ من هذا لا يوجد,5252 من جديد تعرفت عليكي و أزكى من هيك ما في :') 💕💕,5252 من جديد تعرفت عليكي و أزكى من هيك ما في
35548,تعرفت عليك من جديد ولا يوجد أجمل من هذا,5252 من جديد تعرفت عليكي و أزكى من هيك ما في :') 💕💕,5252 من جديد تعرفت عليكي و أزكى من هيك ما في
35554,الحمار يغضب الآن لأننا شبهنا بهذا الشخص عذرا أعتذر للحمار,@dr_naseer  الحمار بيزعل هلا لأن شبهنا هيك بشر فيه عفوا اعتذر للحمار 🙇🙇,الحمار بيزعل هلا لأن شبهنا هيك بشر فيه عفوا اعتذر للحمار
35560,يا أخي افهم لا تقل يسعد الله بل قل يسعدني الله أو يسعدك الله هكذا,ياخي افهم عاد ما تحكي يسعد الله !!  احكي يسعدني الله يسعدك الله هيك عادي !,ياخي افهم عاد ما تحكي يسعد الله احكي يسعدني الله يسعدك الله هيك عادي
35563,هكذا معناها أمي هي التي تستحق وليس أنا,@RemaDeeyb هيك معناها امي اللي تستاهل مو انا,هيك معناها امي اللي تستاهل مو انا
35579,من كان لديه مطبخ كهذا سيكون لديه صالة أفخم من أي شيء,@1995Atiyah @ahmadhalawe مهو اللي عندو هيك مطبخ حيكون عندو صالة افخم من اي اشي😂😂,مهو اللي عندو هيك مطبخ حيكون عندو صالة افخم من اي اشي
35639,هناك محاذير كثيرة من هذا الشيء,@RashaAlhadeed @evamaaitah فيه محاذير كثيرة من هيك شي,فيه محاذير كثيرة من هيك شي
35656,الآن رجل بالطول و عرض وتطلب مثل هذا الشيء,@II0_0II  هلا زلمة طول بعرض وتطلب هيك شي 😁😁,هلا زلمة طول بعرض وتطلب هيك شي
35656,الآن رجل عريض وطويل ويطلب مثل هذا الشيء,@II0_0II  هلا زلمة طول بعرض وتطلب هيك شي 😁😁,هلا زلمة طول بعرض وتطلب هيك شي
35664,هل أنام لكي أشبع نوما أم لكي لا تؤنبني أمي؟,انا بنام مشان اشبع نوم ولا مشان امي تبهدلني ؟,انا بنام مشان اشبع نوم ولا مشان امي تبهدلني ؟
35664,أنا أنام حتى أشبع نوم أم لأجل أمي تبهدلني,انا بنام مشان اشبع نوم ولا مشان امي تبهدلني ؟,انا بنام مشان اشبع نوم ولا مشان امي تبهدلني ؟
35672,لماذا ابتعدنا وكيف استطعنا أن ننسى تلك الأحلام,ليشّ بعدنا وكيف قدرنا ننسى هيك الأحلام؟,ليش بعدنا وكيف قدرنا ننسى هيك الأحلام؟
35672,لم ابتعدنا؟ وكيف استطعنا أن ننسى تلك الأحلام؟,ليشّ بعدنا وكيف قدرنا ننسى هيك الأحلام؟,ليش بعدنا وكيف قدرنا ننسى هيك الأحلام؟
35699,نعم هذه صعبة جدا بالنسبة للكلام الجالس ولذلك انسي يا فوفي,@9M4MFGnqXN8jmqp إيه هاي كتير صعبة بالنسبة للحكي الجالس ف كرمال هيك إنسى يا فوفي 😂😂,إيه هاي كتير صعبة بالنسبة للحكي الجالس ف كرمال هيك إنسى يا فوفي
35709,يفعلونه لأجل أنفسهم ومن يفعل شيئا لأجلك يكون فقط يسايرك,@3ajramista بيعملو مشان حالو، اللي بيعمل شي مشانك بكون عم يسايرك و بس.,بيعملو مشان حالو اللي بيعمل شي مشانك بكون عم يسايرك و بس
35710,لا تشخبط على أنفك لأنك هكذا تقول أن أنفك زريبة مثل مريم نور,لا تشخبطي على انفك لأنو هيك انتي بتئولي انو خشمك زربه  . . (مريم نور),لا تشخبطي على انفك لأنو هيك انتي بتئولي انو خشمك زربه مريم نور
35764,التفكير في ما تود كتابته لنجوى عندما تقوم بالدوران أصعب من التفكير في المستقبل,@najwakaram التفكير شو بدك تكتب لنجوى وقت تعمل برمة اصعب من التفكير بالمستقبل.,التفكير شو بدك تكتب لنجوى وقت تعمل برمة اصعب من التفكير بالمستقبل
35771,يبدو كذلك غدا سأجري مكالمة لأكثر من 5 دقائق,@shadibanisakhe  شكلو هيك 😅 بكره احكي مكالمه اكتر من 5 دقايق xD,شكلو هيك بكره احكي مكالمه اكتر من 5 دقايق
35780,تقول لك ليبرالية هناك البعض مفهومهم لليبرالية هكذا,@3aboud92 بتقلك ليبرالية 😂  في ناس مفهومهم لليبرالية هيك ..,بتقلك ليبرالية في ناس مفهومهم لليبرالية هيك
35780,تقول لك ليبرالية أن هناك أشخاص مفهومهم عن الليبرالية هكذا,@3aboud92 بتقلك ليبرالية 😂  في ناس مفهومهم لليبرالية هيك ..,بتقلك ليبرالية في ناس مفهومهم لليبرالية هيك
35783,الناس الذين يعملون لنا متابعة لكي نتابعهم وبعد دقائق يلغون المتابعة أكرهكم أنا,النآس الي بتعمللنا فولو مشان نردو وبعد 5دقايق بتشيبو  -بكرهكو أنا 💔💔,النآس الي بتعمللنا فولو مشان نردو وبعد 5 دقايق بتشيبو بكرهكو أنا
35809,ها أنا قد رددت عليك ماذا تريدين أفضل من ذلك؟,@nibal_t1991 هي انا رديت عليكي شوبدك احسن من هيك 😂,هي انا رديت عليكي شوبدك احسن من هيك
35816,كيف تجرؤ أن تكون بهذه الوسامة وأنا في بلد وأنت في بلد؟ كيف أصل إليك الآن؟,انت كيف بتسترجي تطلع هيك حلو وانا في بلد وانت في بلد ؟ اوصلك هلأ؟,انت كيف بتسترجي تطلع هيك حلو وانا في بلد وانت في بلد ؟ اوصلك هلأ؟
35834,إذا كان الأدب هكذا فماذا سنفعل بالقواعد؟ آخ يا قلبي,@Sa7rKh1998 اذا الأدب هيك شو بدنا نعمل بالقواعد😅😅 اخخ يا قلبي😂😂😂😂,اذا الأدب هيك شو بدنا نعمل بالقواعد اخخ يا قلبي
35862,نصف هكذا ونصف هكذا,@TTTiiTT  ههههههههه   نص هيك ونص هيك🙈,نص هيك ونص هيك
35874,حياك الله يا خال هكذا تربينا معا في كنيسة وجامع مجتمعين,@yuiop23342 @habebalgale99 الله محييك خال ، هيك تربينا مع بعض ، كنيسة وجامع مجتمعين,الله محييك خال هيك تربينا مع بعض كنيسة وجامع مجتمعين
35874,حياك الله يا خالي هكذا تربينا معا في كنيسة وجامع مجتمعين,@yuiop23342 @habebalgale99 الله محييك خال ، هيك تربينا مع بعض ، كنيسة وجامع مجتمعين,الله محييك خال هيك تربينا مع بعض كنيسة وجامع مجتمعين
35903,أعرف أنك لا تتخلى أنا أتحدث عن الأغلبية,@BIGMANAW672 بعرف.. ما بتخلى عم بحكي عن الاكترية,بعرف ما بتخلى عم بحكي عن الاكترية
35915,سأقوم بتسجيل اسمي لأني كبير الملحدين هكذا يسمونني دعشوش,@AyaKurdistani @shakeramersa49  راح سجل اسمى ﻻنى كبير  المﻻحده هههه هيك يسمونى دعشوش,راح سجل اسمى نى كبير الم حده هيك يسمونى دعشوش
35926,اذا كانت الكيمياء هكذا كيف ستكون باقي المواد,اذا الكيميا هيك كيف باقي المواد لكن 😂😂😂😂😂,اذا الكيميا هيك كيف باقي المواد لكن
35926,إذا كانت الكيمياء هكذا فكيف ستكون باقي المواد إذا؟,اذا الكيميا هيك كيف باقي المواد لكن 😂😂😂😂😂,اذا الكيميا هيك كيف باقي المواد لكن
35934,وأنت ما الذي يزعجك يا رجل؟ كن محضر خير هداك الله,@abdelbariatwan وانت شو مزعلك يا زلمة ، خليك محضر خير .. الله يهديك,وانت شو مزعلك يا زلمة خليك محضر خير الله يهديك
35971,ما أجمل رفقتكم هذه مع هذا النوع من الثناء,@Rawanelissa @RaghadQreaa 😂😂 يالله ما احلاكم 😍 هيك الرفقه الحلوه 👍مع هاد النوع من المدح,يالله ما احلاكم هيك الرفقه الحلوه مع هاد النوع من المدح
35990,رأيت كيف أزعجك؟ هكذا يزعل المرء,@GCha3er شفت #شو_مزعلك هيك بيزعل الواحد,شفت شو مزعلك هيك بيزعل الواحد
35990,أرأيت ما الذي يزعجك؟ هكذا يحزن المرء,@GCha3er شفت #شو_مزعلك هيك بيزعل الواحد,شفت شو مزعلك هيك بيزعل الواحد
35996,عندما يخرج مجرم كهذا من السجن فلا يوجد أي أمل في لبنان فكلها فساد,@joemaalouftv @7kiJelis لما هيك مجرم بيطلع من السجن ما عاد في امل بشي بلبنان كلو فساد,لما هيك مجرم بيطلع من السجن ما عاد في امل بشي بلبنان كلو فساد
35998,أيضا ليس لزاما أن تعطس لكي تتذكر أن تحمد الله,كمان مش لازم تعطس مشان تتذكر تحمد الله.,كمان مش لازم تعطس مشان تتذكر تحمد الله
35998,ايضا ليش لزوما ان تعطس حتى تتذكر ان تحمد الله,كمان مش لازم تعطس مشان تتذكر تحمد الله.,كمان مش لازم تعطس مشان تتذكر تحمد الله
36056,نعم شاب مثل الوردة مثلك لماذا لا يقفون لك؟,@AlRigeb اه هيك شب متل الوردة لويه ما توقفلك 😂🎈,اه هيك شب متل الوردة لويه ما توقفلك
36075,عندما يتركك من أجل صديقته لا تأتي إلينا محبطة,"لما يسيبك مشان ""صديقته"" لا تيجي لعنا تدمري😴",لما يسيبك مشان صديقته لا تيجي لعنا تدمري
36075,عندما يتركك من أجل صديقته لاتأتي إلينا وأنت مستاءة,"لما يسيبك مشان ""صديقته"" لا تيجي لعنا تدمري😴",لما يسيبك مشان صديقته لا تيجي لعنا تدمري
36083,مرحبا لقد مسحت التغريدات ليس لإلغاء حسابي إنما تغيير بسيط وإلا أنا باقية معكم,هآيء .. مسحت التغريدات بس هيك مو ألغي حسابي نغير شوي والا انا ناشبه لكم 🐰💓.,هآيء مسحت التغريدات بس هيك مو ألغي حسابي نغير شوي والا انا ناشبه لكم
36083,أهلا لقد مسحت التغريدات هكذا فقط لكن لا ألغي حسابي لنغير قليلا أم أنني متعلقة بكم؟,هآيء .. مسحت التغريدات بس هيك مو ألغي حسابي نغير شوي والا انا ناشبه لكم 🐰💓.,هآيء مسحت التغريدات بس هيك مو ألغي حسابي نغير شوي والا انا ناشبه لكم
36099,مر يومان دون فائدة وكأنني لم أدرس شيئا,عادي يومين هيك عالفاضي ولا كأني دارسة شي !,عادي يومين هيك عالفاضي ولا كأني دارسة شي
36099,عادي يومان هكذا بدون فائدة ولا كأني درست شيئا,عادي يومين هيك عالفاضي ولا كأني دارسة شي !,عادي يومين هيك عالفاضي ولا كأني دارسة شي
36099,عادي يومين هكذا دون فائدة كأنني لم أدرس شيئا,عادي يومين هيك عالفاضي ولا كأني دارسة شي !,عادي يومين هيك عالفاضي ولا كأني دارسة شي
36102,أمريكا تحتاج إلى مثل هذا الدوري الكويتي,أمريكا بدها هيك  #دوري_viva_الكويتي,أمريكا بدها هيك دوري الكويتي
36102,أمريكا تريد هكذا دوري الكويتي,أمريكا بدها هيك  #دوري_viva_الكويتي,أمريكا بدها هيك دوري الكويتي
36145,ولا مرة فتحت لأشاهد إلا وكان الهاتف في الوضع الصامت لكي لا أسمع شيئا,و لا عمري فتحت اشوف snaps الا و هو التليفون silent مشان ما اسمع اشي,و لا عمري فتحت اشوف الا و هو التليفون مشان ما اسمع اشي
36153,هكذا أو هكذا العوازم باقية,هيك ولا هيك العوازم كييك 🚶🏻,هيك ولا هيك العوازم كييك
36153,هكذا أو هكذا العوازم مستمرة,هيك ولا هيك العوازم كييك 🚶🏻,هيك ولا هيك العوازم كييك
36173,أخت إيران ولعنة الله على هكذا دولة كافرة فاجرة إلى الجحيم إن شاء الله,اخت ايران ولعنة الله ع هيك دولة كافرة فاجرة الى الجحيم ان شاء الله,اخت ايران ولعنة الله ع هيك دولة كافرة فاجرة الى الجحيم ان شاء الله
36222,إلى شريكي في الوطن خرا عليك وعلى هكذا شراكة وشكرا,الى شريكي بالوطن @tarekchindeb: خرا عليك وع هيك شراكة #وشكرا,الى شريكي بالوطن خرا عليك وع هيك شراكة وشكرا
36222,إلى شريكي في الوطن تبا لك و على هذه الشراكة وشكرا,الى شريكي بالوطن @tarekchindeb: خرا عليك وع هيك شراكة #وشكرا,الى شريكي بالوطن خرا عليك وع هيك شراكة وشكرا
36228,لجنة رائعة نانسي وكاظم وتامر,عنجد لجنة #MBCTheVoiceKids ولا أهضم من هيك  #نانسي #كاظم #تامر,عنجد لجنة ولا أهضم من هيك نانسي كاظم تامر
36228,عنجد لجنه ولا احلى من هكذا ناسي كاظم تامر,عنجد لجنة #MBCTheVoiceKids ولا أهضم من هيك  #نانسي #كاظم #تامر,عنجد لجنة ولا أهضم من هيك نانسي كاظم تامر
36229,لا أعرف كيف بنظرة تقوم بذلك هكذا تأخذني وأموت فيك,مابعرف كيف بنظره بتعمُل هيك بتاخذني هيك وبموت عليك.,مابعرف كيف بنظره بتعمل هيك بتاخذني هيك وبموت عليك
36240,أين المخابرات عن هكذا جداول زمنية,وين المخابرات عن هيك تايملاين🙄,وين المخابرات عن هيك تايملاين
36257,يا انتي فرح التي على الانستغرام كيف حصل هذا,@FarahFwon ي} انتي فرح يللي ع الانستغرام ؟ كيف صار هيك ههههههههههه,ي انتي فرح يللي ع الانستغرام ؟ كيف صار هيك
36261,فعلا لا يصلح لمثل هذه البرامج يا تامر والأطفال يتأثرون بالكلام الجميل,@alzaben_sameer فعلاً ابدا مو خرج هيك برامج تامر و الاطفال بيتاخدوا بالكلام الحلو,فعلا ابدا مو خرج هيك برامج تامر و الاطفال بيتاخدوا بالكلام الحلو
36270,نعم إنك بذلك تضرب على الوتر الحساس بدون أحترام وبدون أدب,@Mohamedbarkat79 اي لا هيك عم تضرب ع الوتر الحساس  بلا بريستيج وبلا اتكيت,اي لا هيك عم تضرب ع الوتر الحساس بلا بريستيج وبلا اتكيت
36274,يومين أو ثلاثة هكذا بإذن الله,@naif_7med هيك يومين تلاته باْذن الله 🤓,هيك يومين تلاته باذن الله
36274,يومين اوثلاثه با ذن الله سوف اتم الامر,@naif_7med هيك يومين تلاته باْذن الله 🤓,هيك يومين تلاته باذن الله
36279,لماذا صار هكذا؟ لأن الدنيا هكذا,ليش هيك صار؟ ما لأنو الدنيي هيك....,ليش هيك صار؟ ما لأنو الدنيي هيك
36279,لمذا حدث ذلك اليست الدنيا هكذا,ليش هيك صار؟ ما لأنو الدنيي هيك....,ليش هيك صار؟ ما لأنو الدنيي هيك
